<;-------;10.00;kg;9.97;>o<;0.00;kg/h;8942.39;137;010734;20211013;>
<;-------;10.00;kg;10.74;>o<;831.48;kg/h;8953.13;138;010746;20211013;>
<;-------;10.00;kg;10.07;>o<;1690.40;kg/h;8963.20;139;010803;20211013;>
<;-------;10.00;kg;9.92;>o<;0.00;kg/h;8973.12;140;010837;20211013;>
<;-------;10.00;kg;10.63;>o<;1144.17;kg/h;8983.75;141;010850;20211013;>
<;-------;10.00;kg;10.19;>o<;1828.50;kg/h;8993.94;142;010902;20211013;>
<;-------;10.00;kg;10.20;>o<;0.00;kg/h;10.20;1;010937;20211013;>
<;-------;10.00;kg;10.27;>o<;1186.90;kg/h;20.47;2;010946;20211013;>
<;-------;10.00;kg;10.51;>o<;1765.18;kg/h;30.98;3;011008;20211013;>
<;-------;10.00;kg;10.00;---;0.00;kg/h;40.98;3;011040;20211013;>
<;-------;10.00;kg;10.00;---;0.00;kg/h;50.98;3;011125;20211013;>
<;-------;10.00;kg;10.00;---;0.00;kg/h;60.98;3;011154;20211013;>
<;-------;10.00;kg;10.21;>o<;0.00;kg/h;71.19;4;011345;20211013;>
<;-------;10.00;kg;10.82;>o<;905.92;kg/h;82.01;5;011401;20211013;>
<;-------;10.00;kg;10.00;---;1611.52;kg/h;92.01;5;011431;20211013;>
<;-------;10.00;kg;10.90;>o<;0.00;kg/h;102.91;6;011555;20211013;>
<;-------;10.00;kg;10.00;---;0.00;kg/h;112.91;6;011618;20211013;>
<;-------;10.00;kg;10.00;>o<;0.00;kg/h;122.91;7;012204;20211013;>
<;-------;10.00;kg;10.45;>o<;983.31;kg/h;133.36;8;012217;20211013;>
<;-------;10.00;kg;9.70;>o<;0.00;kg/h;143.06;9;012635;20211013;>
<;-------;10.00;kg;10.73;>o<;0.00;kg/h;10.73;1;012718;20211013;>
<;-------;10.00;kg;10.33;>o<;1694.91;kg/h;21.06;2;012729;20211013;>
<;-------;10.00;kg;10.00;---;741.65;kg/h;31.06;2;012815;20211013;>
<;-------;10.00;kg;10.00;---;0.00;kg/h;41.06;2;012923;20211013;>
<;-------;10.00;kg;14.53;>o<;0.00;kg/h;55.59;3;013034;20211013;>
<;-------;10.00;kg;10.00;---;2205.76;kg/h;65.59;3;013055;20211013;>
<;-------;10.00;kg;10.00;---;0.00;kg/h;75.59;3;013211;20211013;>
<;-------;10.00;kg;9.29;>o<;0.00;kg/h;84.88;4;013413;20211013;>
<;-------;10.00;kg;10.15;>o<;1123.05;kg/h;95.03;5;013431;20211013;>
<;-------;10.00;kg;10.00;---;1466.93;kg/h;105.03;5;013450;20211013;>
<;-------;10.00;kg;10.88;>o<;0.00;kg/h;115.91;6;013707;20211013;>
<;-------;10.00;kg;10.00;---;1394.02;kg/h;125.91;6;013746;20211013;>
<;-------;10.00;kg;10.57;>o<;0.00;kg/h;136.48;7;014051;20211013;>
<;-------;10.00;kg;10.00;---;0.00;kg/h;146.48;7;014110;20211013;>
<;-------;10.00;kg;11.26;>o<;0.00;kg/h;157.74;8;014151;20211013;>
<;-------;10.00;kg;10.26;>o<;1601.73;kg/h;168.00;9;014207;20211013;>
<;-------;10.00;kg;10.00;---;0.00;kg/h;178.00;9;014227;20211013;>
<;-------;10.00;kg;10.00;---;0.00;kg/h;188.00;9;014258;20211013;>
<;-------;10.00;kg;10.00;---;0.00;kg/h;10.00;0;014545;20211013;>
<;-------;10.00;kg;10.00;---;0.00;kg/h;20.00;0;014949;20211013;>
<;-------;10.00;kg;1.39;---;0.00;kg/h;10.00;0;015613;20211013;>
<;-------;10.00;kg;10.17;---;0.00;kg/h;10.17;1;015900;20211013;>
<;-------;10.00;kg;5.39;---;0.00;kg/h;20.17;1;015923;20211013;>
<;-------;10.00;kg;10.64;---;0.00;kg/h;30.81;2;020408;20211013;>
<;-------;10.00;kg;16.90;---;1713.97;kg/h;47.71;3;020418;20211013;>
<;-------;10.00;kg;21.17;---;3013.03;kg/h;68.88;4;020438;20211013;>
<;-------;10.00;kg;17.01;---;0.00;kg/h;17.01;1;020521;20211013;>
<;-------;10.00;kg;10.75;---;3255.21;kg/h;27.76;2;020536;20211013;>
<;-------;10.00;kg;5.37;---;0.00;kg/h;33.13;2;020612;20211013;>
<;-------;10.00;kg;5.53;---;0.00;kg/h;5.53;0;020742;20211013;>
<;-------;10.00;kg;20.93;---;0.00;kg/h;20.93;1;020829;20211013;>
<;-------;10.00;kg;5.76;---;0.00;kg/h;26.69;1;020858;20211013;>
<;-------;10.00;kg;5.19;---;0.00;kg/h;5.19;0;020958;20211013;>
<;-------;10.00;kg;4.38;---;0.00;kg/h;4.38;0;021026;20211013;>
<;-------;10.00;kg;5.60;---;0.00;kg/h;5.60;0;021121;20211013;>
<;-------;10.00;kg;11.24;---;0.00;kg/h;11.24;1;021200;20211013;>
<;-------;10.00;kg;10.75;---;409.13;kg/h;21.99;2;021231;20211013;>
<;-------;10.00;kg;10.75;---;1791.30;kg/h;32.74;3;021242;20211013;>
<;-------;10.00;kg;11.49;---;2132.78;kg/h;44.23;4;021258;20211013;>
<;-------;10.00;kg;21.12;---;2658.77;kg/h;65.35;5;021313;20211013;>
<;-------;10.00;kg;11.46;---;3059.79;kg/h;76.81;6;021331;20211013;>
<;-------;10.00;kg;16.81;---;3291.72;kg/h;93.62;7;021345;20211013;>
<;-------;10.00;kg;18.13;---;3570.28;kg/h;111.75;8;021407;20211013;>
<;-------;10.00;kg;5.05;---;0.00;kg/h;116.80;8;021440;20211013;>
<;-------;10.00;kg;16.65;---;0.00;kg/h;133.45;9;021507;20211013;>
<;-------;10.00;kg;5.32;---;0.00;kg/h;138.77;9;021520;20211013;>
<;-------;10.00;kg;15.21;---;0.00;kg/h;15.21;1;021629;20211013;>
<;-------;10.00;kg;9.95;---;1468.93;kg/h;25.16;2;021642;20211013;>
<;-------;10.00;kg;5.24;---;606.33;kg/h;30.40;2;021746;20211013;>
<;-------;10.00;kg;11.00;---;0.00;kg/h;11.00;1;021842;20211013;>
<;-------;10.00;kg;4.74;---;1981.70;kg/h;15.74;1;021903;20211013;>
<;-------;10.00;kg;0.00;---;0.00;kg/h;15.74;1;021927;20211013;>
<;-------;10.00;kg;5.58;---;0.00;kg/h;21.32;1;021953;20211013;>
<;-------;10.00;kg;4.64;---;0.00;kg/h;25.96;1;022016;20211013;>
<;-------;10.00;kg;5.13;---;0.00;kg/h;5.13;0;022221;20211013;>
<;-------;10.00;kg;10.05;---;0.00;kg/h;15.18;1;042322;20211013;>
<;-------;10.00;kg;10.26;---;1756.54;kg/h;25.44;2;042339;20211013;>
<;-------;10.00;kg;4.98;---;0.00;kg/h;30.42;2;042357;20211013;>
<;-------;10.00;kg;5.29;---;0.00;kg/h;35.71;2;042429;20211013;>
<;-------;10.00;kg;5.19;---;0.00;kg/h;40.90;2;042651;20211013;>
<;-------;10.00;kg;5.00;---;0.00;kg/h;45.90;2;043002;20211013;>
<;-------;10.00;kg;5.06;---;0.00;kg/h;50.96;2;043030;20211013;>
<;-------;10.00;kg;5.23;---;0.00;kg/h;5.23;0;043141;20211013;>
<;-------;10.00;kg;5.38;---;0.00;kg/h;10.61;0;043223;20211013;>
<;-------;10.00;kg;5.43;---;0.00;kg/h;16.04;0;043333;20211013;>
<;-------;10.00;kg;5.46;---;0.00;kg/h;21.50;0;043431;20211013;>
<;-------;10.00;kg;5.08;---;0.00;kg/h;26.58;0;043507;20211013;>
<;-------;10.00;kg;5.16;---;0.00;kg/h;31.74;0;043549;20211013;>
<;-------;10.00;kg;5.05;---;0.00;kg/h;5.05;0;043734;20211013;>
<;-------;10.00;kg;5.12;---;0.00;kg/h;10.17;0;043802;20211013;>
<;-------;10.00;kg;5.13;---;0.00;kg/h;15.30;0;043903;20211013;>
<;-------;10.00;kg;5.04;---;0.00;kg/h;20.34;0;043957;20211013;>
