1	Active	1	1	2.50	2.5	5.00	30.00	3.00	0	1.00	0.50	0.100	1	0	5	5.0	1	08:00	17:00	20:00	05:00	0.00	0.00	0.00	0.00	0	4	30000.00	60.00	15000	0	
2	Default	0	0	0.00	0.0	0.00	0.00	0.00	0	0.00	0.00	0.000	0	0	0	0.0	0					0.00	0.00	0.00	0.00	0	0	0.00	0.00	0	0	
